"target_flag","kidsdriv","homekids","parent1","mstatus","sex","education","travtime","car_use","bluebook","tif","car_type","red_car","oldclaim","clm_freq","revoked","mvr_pts","urbanicity","car_age","yoj","income","age","job"
"0",0,0,"N","N","M","Bachelors",43,"Private",13000,1,"Minivan","Y",4748,2,"N",5,"Urban",10,15,66960,48,"white_collar"
"0",0,0,"N","Y","F","Bachelors",39,"Commercial",34150,13,"Van","N",8936,4,"N",2,"Urban",9,10,80472,50,"white_collar"
"0",0,0,"N","Y","M","High School",36,"Commercial",31310,1,"Panel Truck","N",0,0,"N",0,"Rural",11,6,120330,48,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",5,"Private",26300,6,"Minivan","N",0,0,"N",0,"Urban",6,10,22746,38,"not_white_collar"
"1",0,0,"N","N","M","High School",24,"Commercial",7070,10,"Pickup","Y",5179,2,"N",0,"Urban",7,7,20717,35,"not_white_collar"
"0",1,2,"Y","N","F","Masters",35,"Private",24640,3,"SUV","N",0,0,"N",0,"Urban",19,12,82517,60,"white_collar"
"0",0,0,"N","Y","F","Bachelors",30,"Private",20160,6,"Minivan","N",4577,2,"N",1,"Urban",14,12,57343,51,"not_white_collar"
"1",0,2,"Y","N","M","High School",28,"Commercial",33800,4,"Panel Truck","Y",0,0,"N",3,"Urban",12,14,47217,41,"not_white_collar"
"0",0,0,"N","Y","F","High School",55,"Private",24110,7,"Minivan","N",4664,3,"N",5,"Urban",1,14,47217,55,"white_collar"
"0",0,0,"N","N","F","Bachelors",47,"Commercial",10650,10,"SUV","N",0,0,"N",0,"Urban",15,11,50295,57,"not_white_collar"
"1",0,0,"N","Y","F","Masters",31,"Private",16690,1,"Minivan","N",0,0,"N",0,"Urban",12,12,65624,60,"white_collar"
"0",0,2,"N","Y","M","Masters",29,"Commercial",37010,1,"Panel Truck","Y",11160,2,"N",3,"Urban",7,16,23465,56,"white_collar"
"1",0,0,"N","Y","F","High School",35,"Private",9070,6,"SUV","N",0,0,"N",0,"Urban",7,12,33809,48,"not_white_collar"
"1",0,0,"N","N","M","Masters",48,"Commercial",28260,10,"Panel Truck","N",3320,2,"N",5,"Urban",13,9,119816,46,"white_collar"
"0",0,3,"N","Y","F","High School",30,"Private",7410,11,"SUV","N",0,0,"N",3,"Rural",1,12,18124,41,"not_white_collar"
"0",0,2,"Y","N","F","Masters",49,"Private",15350,13,"SUV","N",3308,1,"N",2,"Urban",13,11,90334,43,"white_collar"
"1",0,0,"N","N","F","High School",59,"Private",22070,1,"Minivan","N",0,0,"N",0,"Urban",1,0,0,41,"not_white_collar"
"1",0,0,"N","N","M","Bachelors",78,"Private",20750,4,"Minivan","Y",0,0,"N",5,"Rural",15,15,46927,76,"white_collar"
"1",0,2,"Y","N","F","High School",37,"Commercial",19150,6,"Pickup","N",32871,1,"Y",4,"Urban",8,13,54309,35,"not_white_collar"
"0",0,4,"N","Y","M","Bachelors",38,"Private",11080,10,"Pickup","Y",0,0,"N",0,"Rural",8,17,57833,38,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",60,"Commercial",13770,4,"SUV","N",0,0,"N",2,"Rural",1,7,76666,46,"not_white_collar"
"1",0,1,"N","Y","M","Masters",24,"Commercial",8020,1,"Pickup","Y",6109,3,"N",4,"Urban",18,6,29707,34,"not_white_collar"
"1",0,0,"N","Y","M","High School",58,"Commercial",11130,1,"Pickup","N",5712,4,"N",3,"Urban",1,13,38259,58,"not_white_collar"
"0",0,1,"N","Y","F","High School",44,"Commercial",26030,6,"Minivan","N",30159,3,"N",0,"Urban",11,12,47217,57,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",48,"Private",17160,13,"Minivan","N",3393,1,"N",3,"Urban",12,0,0,58,"not_white_collar"
"0",0,0,"N","Y","F","High School",84,"Commercial",16610,4,"SUV","N",9869,1,"N",3,"Urban",8,12,126608,44,"not_white_collar"
"0",0,0,"N","Y","F","PhD",16,"Private",22980,11,"Sports Car","N",0,0,"N",0,"Urban",9,5,159826,55,"not_white_collar"
"0",1,2,"N","Y","F","High School",41,"Commercial",20990,6,"Pickup","N",0,0,"N",1,"Rural",2,10,39077,44,"not_white_collar"
"0",0,0,"N","Y","F","PhD",36,"Private",1500,7,"Sports Car","N",0,0,"N",1,"Urban",16,13,92929,66,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",25,"Commercial",14360,9,"SUV","N",0,0,"N",0,"Urban",12,13,79625,49,"not_white_collar"
"0",0,2,"N","Y","F","Masters",46,"Private",19670,6,"Sports Car","N",0,0,"N",0,"Rural",18,11,147734,34,"white_collar"
"0",0,0,"N","N","F","Bachelors",5,"Private",12840,9,"SUV","N",0,0,"N",0,"Urban",14,12,56919,52,"white_collar"
"0",0,0,"N","Y","M","Masters",23,"Private",14480,15,"Minivan","Y",0,0,"N",2,"Urban",12,13,67457,44,"white_collar"
"1",2,3,"N","Y","F","High School",31,"Private",12330,4,"Minivan","N",0,0,"N",2,"Urban",9,7,27027,38,"not_white_collar"
"0",0,0,"N","N","F","Masters",23,"Private",6500,7,"SUV","N",4995,1,"N",7,"Urban",14,12,108290,50,"white_collar"
"0",0,0,"N","Y","M","Masters",54,"Commercial",9210,6,"Pickup","N",0,0,"N",0,"Urban",17,9,185370,47,"not_white_collar"
"0",0,2,"N","Y","F","Masters",41,"Private",17640,4,"Minivan","N",0,0,"N",0,"Urban",15,14,120355,44,"white_collar"
"1",2,2,"Y","N","F","High School",23,"Private",10240,1,"SUV","N",0,0,"Y",5,"Urban",6,13,27266,45,"not_white_collar"
"0",0,0,"N","Y","M","PhD",51,"Private",6200,4,"Minivan","Y",0,0,"N",0,"Urban",16,13,149244,48,"white_collar"
"0",0,0,"N","Y","M","Masters",31,"Private",18970,4,"Van","Y",39529,3,"N",2,"Urban",5,14,76123,57,"white_collar"
"0",0,0,"N","Y","M","Masters",48,"Private",17760,10,"Van","Y",20767,3,"N",0,"Urban",19,13,68328,47,"white_collar"
"0",0,0,"N","N","F","High School",44,"Private",18500,1,"SUV","N",0,0,"N",0,"Rural",9,10,65149,36,"white_collar"
"0",0,0,"N","Y","M","High School",35,"Private",23780,7,"Minivan","N",3911,2,"N",0,"Urban",1,9,54108,49,"not_white_collar"
"0",0,0,"N","Y","F","PhD",18,"Private",27120,4,"Minivan","N",0,0,"N",3,"Urban",16,12,155290,55,"white_collar"
"0",0,1,"N","Y","M","Bachelors",17,"Private",19520,4,"Minivan","N",0,0,"N",1,"Urban",10,13,91164,39,"not_white_collar"
"0",0,0,"N","Y","M","High School",43,"Private",12990,3,"Minivan","Y",0,0,"N",0,"Urban",1,16,24575,52,"not_white_collar"
"0",0,3,"N","Y","M","Masters",32,"Private",13520,5,"Minivan","N",1192,2,"N",2,"Urban",21,15,79213,41,"white_collar"
"0",0,0,"N","Y","M","High School",41,"Private",10340,1,"Pickup","Y",0,0,"N",0,"Rural",1,14,69297,53,"white_collar"
"0",0,0,"N","Y","F","High School",50,"Commercial",19460,1,"Sports Car","N",0,0,"N",0,"Rural",7,13,42196,47,"not_white_collar"
"0",0,0,"N","N","F","Masters",49,"Private",10280,10,"SUV","N",8044,2,"N",0,"Urban",18,14,57750,56,"not_white_collar"
"1",0,3,"N","Y","F","High School",46,"Commercial",4900,7,"SUV","N",0,0,"N",3,"Urban",1,16,61220,34,"not_white_collar"
"0",0,0,"N","Y","M","Masters",24,"Private",14640,6,"Minivan","N",3916,3,"N",2,"Urban",12,6,85408,46,"white_collar"
"0",0,0,"N","N","M","PhD",21,"Private",4540,4,"Minivan","N",9281,3,"N",4,"Urban",11,7,100505,51,"white_collar"
"0",0,0,"N","N","M","Bachelors",14,"Commercial",12250,4,"Minivan","Y",40844,1,"Y",2,"Urban",8,9,18896,47,"not_white_collar"
"0",0,0,"N","N","M","Masters",43,"Private",20360,10,"Minivan","Y",0,0,"N",0,"Urban",13,9,64032,40,"white_collar"
"0",0,0,"N","Y","M","Bachelors",36,"Commercial",11530,1,"Pickup","Y",0,0,"N",1,"Urban",10,13,40564,50,"not_white_collar"
"0",0,1,"Y","N","F","High School",33,"Commercial",4800,1,"SUV","N",6772,3,"N",0,"Rural",1,10,30885,33,"not_white_collar"
"1",0,0,"N","Y","M","Bachelors",44,"Commercial",18110,1,"Van","Y",2060,3,"N",7,"Urban",3,12,72354,51,"white_collar"
"0",0,0,"N","Y","F","Bachelors",66,"Commercial",6000,1,"Sports Car","N",41771,2,"Y",2,"Urban",13,12,92049,45,"not_white_collar"
"1",0,4,"N","Y","M","Bachelors",30,"Commercial",2340,6,"Minivan","N",6013,2,"N",8,"Urban",8,16,68394,28,"not_white_collar"
"0",0,0,"N","Y","F","High School",29,"Private",18710,7,"Sports Car","N",0,0,"Y",0,"Urban",1,11,29393,54,"not_white_collar"
"1",0,0,"N","N","M","Bachelors",15,"Commercial",21170,7,"Van","Y",0,0,"N",3,"Urban",15,11,70745,58,"not_white_collar"
"1",2,2,"Y","N","F","High School",30,"Private",7370,10,"Sports Car","N",3588,3,"N",4,"Urban",4,6,15726,43,"not_white_collar"
"0",0,0,"N","N","M","Masters",13,"Private",12810,1,"Minivan","Y",0,0,"N",0,"Urban",22,11,22486,42,"not_white_collar"
"0",0,1,"N","Y","M","Bachelors",41,"Commercial",22830,6,"Panel Truck","Y",11541,4,"N",0,"Urban",9,8,46573,53,"white_collar"
"1",0,0,"N","Y","F","High School",47,"Private",9040,6,"Sports Car","N",0,0,"N",0,"Urban",1,14,22395,53,"not_white_collar"
"1",0,2,"Y","N","F","Bachelors",70,"Commercial",5500,1,"SUV","N",0,0,"N",2,"Rural",11,0,8014,40,"not_white_collar"
"0",1,1,"Y","N","M","Bachelors",74,"Commercial",24050,1,"Panel Truck","Y",0,0,"N",0,"Rural",8,12,117352,41,"not_white_collar"
"0",2,2,"N","Y","F","High School",29,"Private",9400,13,"SUV","N",0,0,"N",2,"Rural",6,8,14856,45,"not_white_collar"
"0",0,0,"N","N","F","Bachelors",53,"Commercial",31500,10,"Van","N",0,0,"N",0,"Urban",12,11,71667,46,"white_collar"
"0",0,3,"N","Y","M","Bachelors",68,"Commercial",13150,8,"Minivan","Y",0,0,"N",1,"Rural",6,13,79678,38,"not_white_collar"
"0",0,0,"N","Y","M","PhD",6,"Private",20570,7,"Minivan","N",1012,2,"N",2,"Urban",13,15,148887,60,"white_collar"
"0",1,3,"N","Y","F","High School",58,"Private",21210,6,"Minivan","N",3931,1,"N",5,"Urban",1,15,48077,43,"not_white_collar"
"0",0,0,"N","Y","F","PhD",10,"Private",6800,4,"SUV","N",0,0,"N",0,"Urban",14,6,55580,53,"white_collar"
"1",0,0,"N","Y","M","PhD",44,"Commercial",39130,4,"Panel Truck","N",0,0,"N",0,"Urban",13,12,216464,46,"not_white_collar"
"0",0,0,"N","N","M","Masters",45,"Commercial",23500,4,"Panel Truck","Y",0,0,"N",1,"Rural",18,9,183039,37,"white_collar"
"0",0,0,"N","Y","F","Bachelors",25,"Private",25860,4,"Sports Car","N",0,0,"Y",1,"Urban",8,12,85076,51,"not_white_collar"
"0",0,0,"N","Y","M","High School",32,"Private",9960,6,"Pickup","Y",5243,3,"N",0,"Urban",1,13,32636,52,"not_white_collar"
"1",0,0,"N","N","M","Bachelors",47,"Commercial",17690,4,"Van","Y",0,0,"N",2,"Urban",8,14,112685,48,"not_white_collar"
"1",0,0,"N","Y","F","High School",21,"Commercial",22740,6,"Sports Car","N",0,0,"N",4,"Urban",1,14,70112,55,"not_white_collar"
"0",0,3,"N","Y","M","High School",25,"Private",12480,6,"Minivan","Y",0,0,"N",2,"Rural",1,17,6503,33,"not_white_collar"
"0",0,2,"N","Y","M","High School",47,"Private",4600,13,"Pickup","N",7780,3,"N",0,"Urban",5,13,40008,31,"not_white_collar"
"1",0,3,"N","Y","F","High School",38,"Private",3900,1,"SUV","N",0,0,"N",7,"Urban",1,15,13003,24,"not_white_collar"
"0",0,4,"N","Y","M","High School",58,"Private",6100,5,"Minivan","Y",6316,1,"N",6,"Urban",1,0,0,33,"not_white_collar"
"1",0,0,"N","N","F","High School",47,"Private",5730,1,"SUV","N",32025,3,"Y",3,"Urban",6,12,42254,27,"not_white_collar"
"0",0,0,"N","Y","F","Masters",43,"Commercial",38700,3,"Panel Truck","N",0,0,"N",0,"Urban",13,13,186706,53,"not_white_collar"
"1",0,2,"Y","N","F","High School",23,"Private",5400,4,"Sports Car","N",7415,3,"N",7,"Urban",4,13,12876,39,"not_white_collar"
"0",0,2,"N","Y","M","High School",19,"Private",22240,7,"Van","N",0,0,"N",0,"Rural",7,15,16398,43,"not_white_collar"
"0",0,0,"N","N","M","High School",53,"Commercial",15360,6,"Minivan","N",0,0,"N",2,"Rural",9,11,86563,52,"not_white_collar"
"0",0,0,"N","N","F","Masters",15,"Private",11120,7,"SUV","N",4292,2,"N",2,"Urban",14,11,46191,50,"not_white_collar"
"0",0,0,"N","N","M","PhD",32,"Private",22040,3,"Van","N",1305,4,"N",0,"Urban",18,10,205354,51,"white_collar"
"1",1,2,"N","Y","F","Bachelors",57,"Commercial",30870,1,"Pickup","N",41476,1,"Y",4,"Urban",12,15,64916,45,"not_white_collar"
"1",0,0,"N","N","F","Masters",33,"Private",13060,1,"Minivan","N",23213,2,"Y",4,"Urban",8,15,73551,42,"white_collar"
"0",0,0,"N","Y","M","PhD",49,"Private",15400,3,"Minivan","N",3516,1,"N",5,"Urban",20,13,41483,49,"white_collar"
"0",0,0,"N","N","F","Masters",24,"Private",10780,1,"SUV","N",7176,4,"N",0,"Urban",14,13,47763,45,"white_collar"
"0",0,0,"N","Y","F","High School",43,"Private",9280,3,"SUV","N",0,0,"N",0,"Rural",7,11,25844,52,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",39,"Commercial",27930,7,"Panel Truck","N",1872,2,"N",1,"Urban",11,8,51650,51,"not_white_collar"
"0",0,1,"N","Y","F","Masters",68,"Private",3380,13,"Sports Car","N",0,0,"N",0,"Rural",14,14,18775,57,"not_white_collar"
"0",0,2,"N","Y","F","Masters",30,"Private",12470,1,"SUV","N",0,0,"N",0,"Urban",12,14,1405,45,"white_collar"
"0",0,0,"N","N","F","Bachelors",33,"Private",11050,6,"SUV","N",0,0,"N",0,"Urban",9,0,0,50,"not_white_collar"
"0",0,0,"N","Y","F","High School",42,"Private",5340,7,"Sports Car","N",0,0,"N",0,"Urban",1,6,130,41,"not_white_collar"
"0",0,0,"N","Y","M","High School",27,"Private",11470,10,"Minivan","Y",0,0,"N",0,"Rural",8,11,61585,46,"white_collar"
"0",0,0,"N","Y","M","High School",24,"Commercial",12190,4,"Pickup","Y",0,0,"N",0,"Urban",1,13,32131,40,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",13,"Private",7640,6,"Sports Car","N",0,0,"N",0,"Urban",1,16,56932,48,"white_collar"
"0",0,0,"N","Y","M","High School",34,"Commercial",20820,1,"Minivan","Y",14351,3,"N",0,"Urban",1,6,77946,46,"not_white_collar"
"0",0,0,"N","N","F","High School",64,"Private",15110,6,"Minivan","N",0,0,"N",0,"Rural",1,13,50021,57,"not_white_collar"
"0",0,0,"N","N","F","Masters",5,"Private",14290,1,"Minivan","N",0,0,"N",0,"Urban",13,10,81941,46,"white_collar"
"1",0,0,"N","Y","F","PhD",53,"Private",24580,4,"Pickup","N",8209,1,"N",2,"Urban",14,17,85596,59,"white_collar"
"0",0,1,"N","Y","M","High School",45,"Commercial",21950,6,"Van","Y",4797,1,"N",3,"Urban",1,9,89640,31,"not_white_collar"
"0",0,2,"N","Y","F","High School",26,"Private",3480,9,"Sports Car","N",0,0,"N",0,"Rural",5,13,13843,33,"not_white_collar"
"0",0,1,"N","Y","M","Bachelors",49,"Commercial",16670,6,"Van","Y",10623,1,"N",1,"Urban",1,15,116733,35,"not_white_collar"
"1",0,0,"N","Y","F","Bachelors",53,"Private",3430,6,"SUV","N",0,0,"Y",1,"Urban",11,0,0,38,"not_white_collar"
"0",0,0,"N","N","M","High School",26,"Private",8880,10,"Pickup","Y",7536,1,"N",0,"Urban",1,12,29819,44,"not_white_collar"
"0",0,3,"Y","N","M","High School",29,"Commercial",31460,6,"Panel Truck","Y",588,2,"N",4,"Urban",6,13,18972,30,"not_white_collar"
"0",1,1,"N","Y","F","High School",37,"Private",12190,6,"Minivan","N",0,0,"N",0,"Urban",1,12,41720,43,"not_white_collar"
"1",0,4,"N","Y","M","High School",11,"Commercial",13900,1,"Minivan","Y",3682,3,"N",9,"Urban",8,0,0,29,"not_white_collar"
"0",0,2,"N","Y","F","Masters",34,"Private",3700,6,"Sports Car","Y",5678,1,"N",8,"Urban",6,10,23452,22,"not_white_collar"
"0",0,0,"N","Y","F","Bachelors",50,"Private",9560,7,"SUV","N",0,0,"N",2,"Urban",1,13,59781,53,"not_white_collar"
"0",0,2,"Y","N","M","Bachelors",33,"Commercial",11310,1,"Pickup","N",0,0,"N",0,"Rural",6,10,60107,38,"white_collar"
"0",0,0,"N","Y","M","Bachelors",27,"Commercial",6200,10,"Pickup","N",0,0,"Y",3,"Urban",12,13,53420,47,"white_collar"
"0",0,0,"N","Y","M","Masters",36,"Commercial",26960,1,"Panel Truck","Y",10284,1,"N",0,"Rural",16,13,81446,55,"not_white_collar"
"0",0,1,"N","Y","M","Bachelors",13,"Commercial",8860,6,"Pickup","N",0,0,"N",0,"Urban",12,15,31570,42,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",56,"Commercial",12900,1,"Minivan","Y",0,0,"N",0,"Rural",1,13,43780,57,"not_white_collar"
"0",0,0,"N","Y","M","High School",25,"Commercial",9400,4,"Pickup","Y",6136,3,"N",5,"Urban",1,12,31984,47,"not_white_collar"
"0",0,3,"N","Y","F","Bachelors",42,"Private",10840,10,"SUV","N",0,0,"N",0,"Urban",17,4,62412,31,"not_white_collar"
"0",0,0,"N","Y","M","Masters",23,"Private",12340,1,"Minivan","N",0,0,"N",0,"Urban",12,13,84376,58,"white_collar"
"0",0,0,"N","Y","F","High School",43,"Commercial",10730,6,"SUV","N",3036,1,"N",0,"Urban",1,14,45261,47,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",26,"Private",6300,1,"Pickup","N",3790,4,"N",3,"Urban",13,11,79356,48,"not_white_collar"
"1",2,3,"Y","N","F","PhD",30,"Commercial",22810,1,"Pickup","N",0,0,"Y",0,"Urban",19,0,0,39,"not_white_collar"
"0",0,0,"N","Y","F","High School",57,"Private",13070,1,"SUV","N",49011,2,"Y",5,"Urban",1,12,23232,36,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",29,"Private",14710,1,"Minivan","Y",0,0,"N",0,"Rural",1,14,93077,39,"white_collar"
"1",1,2,"Y","N","F","Bachelors",20,"Private",19050,1,"Minivan","N",0,0,"Y",5,"Urban",13,8,88236,36,"white_collar"
"1",0,0,"N","Y","M","Bachelors",26,"Commercial",22610,9,"Panel Truck","Y",2161,2,"N",3,"Urban",8,6,41077,46,"white_collar"
"0",0,0,"N","N","F","PhD",41,"Private",22480,7,"Minivan","N",0,0,"N",1,"Urban",10,10,161142,52,"white_collar"
"1",0,0,"N","Y","F","Bachelors",55,"Commercial",27620,1,"Pickup","N",0,0,"N",0,"Urban",6,14,50272,46,"not_white_collar"
"1",0,1,"N","Y","M","High School",49,"Private",8850,8,"Pickup","Y",31658,2,"Y",5,"Urban",10,12,43453,30,"not_white_collar"
"0",0,0,"N","N","M","High School",27,"Private",10850,11,"Minivan","Y",0,0,"N",0,"Urban",10,10,40473,53,"not_white_collar"
"1",0,0,"N","N","F","Bachelors",62,"Private",8900,6,"SUV","N",6281,2,"N",7,"Urban",8,14,68485,56,"white_collar"
"0",1,1,"Y","N","F","Bachelors",44,"Commercial",30160,6,"Pickup","N",0,0,"N",3,"Rural",10,10,46464,52,"white_collar"
"1",0,0,"N","N","M","High School",28,"Commercial",9640,6,"Pickup","N",33018,2,"Y",7,"Urban",7,9,34362,47,"not_white_collar"
"0",0,3,"N","Y","F","High School",35,"Private",17970,6,"Minivan","N",5548,2,"N",4,"Urban",8,15,9157,33,"not_white_collar"
"1",0,0,"N","N","M","Bachelors",19,"Commercial",9800,1,"Minivan","Y",30167,3,"Y",0,"Urban",11,12,72632,52,"not_white_collar"
"0",0,0,"N","N","F","High School",54,"Private",14400,4,"Minivan","N",0,0,"N",0,"Rural",2,0,0,37,"not_white_collar"
"0",0,0,"N","N","M","Masters",23,"Private",10630,1,"Pickup","Y",8924,1,"N",0,"Urban",14,8,68770,44,"not_white_collar"
"0",0,3,"N","Y","F","Masters",27,"Commercial",33160,1,"Van","N",0,0,"N",0,"Urban",28,16,60945,45,"not_white_collar"
"0",0,0,"N","Y","F","High School",40,"Private",1670,1,"Sports Car","N",0,0,"N",0,"Rural",1,13,1702,52,"not_white_collar"
"1",1,2,"Y","N","M","PhD",60,"Commercial",37130,6,"Panel Truck","N",7160,4,"N",2,"Urban",12,16,119068,57,"not_white_collar"
"0",0,0,"N","N","F","Masters",26,"Commercial",28290,1,"Pickup","N",6746,4,"N",3,"Urban",21,7,54804,51,"white_collar"
"0",1,2,"N","Y","M","Masters",30,"Private",7920,6,"Pickup","Y",0,0,"N",0,"Urban",15,15,22155,42,"white_collar"
"0",2,2,"N","Y","F","Bachelors",27,"Commercial",14260,3,"SUV","N",3712,1,"N",3,"Urban",9,13,88865,41,"not_white_collar"
"0",0,0,"N","Y","F","Masters",9,"Private",12200,3,"SUV","N",0,0,"N",2,"Urban",6,12,65037,42,"white_collar"
"0",0,2,"Y","N","F","High School",69,"Commercial",16230,14,"Minivan","N",0,0,"Y",2,"Rural",7,12,3612,39,"not_white_collar"
"1",0,3,"N","Y","M","High School",51,"Private",4270,4,"Minivan","Y",0,0,"N",2,"Urban",11,11,11719,16,"not_white_collar"
"0",0,0,"N","Y","F","Masters",5,"Private",16100,13,"SUV","N",0,0,"N",0,"Urban",13,12,100018,46,"not_white_collar"
"0",0,0,"N","Y","M","Masters",53,"Private",9690,4,"Pickup","Y",0,0,"Y",2,"Urban",15,10,69479,43,"white_collar"
"0",0,1,"N","Y","F","High School",5,"Private",11440,4,"SUV","N",0,0,"N",0,"Urban",1,12,20852,28,"not_white_collar"
"0",0,0,"N","Y","M","Bachelors",64,"Commercial",19540,4,"Pickup","Y",0,0,"N",4,"Rural",10,14,41444,62,"white_collar"
"0",0,0,"N","N","F","Bachelors",38,"Private",20230,12,"SUV","N",0,0,"N",0,"Rural",9,14,24833,50,"not_white_collar"
"0",0,0,"N","N","M","Masters",44,"Private",23270,7,"Minivan","N",5462,3,"N",2,"Urban",9,6,85384,46,"not_white_collar"
"1",0,0,"N","N","M","Masters",21,"Commercial",34800,13,"Panel Truck","N",3306,2,"N",0,"Urban",11,13,135747,60,"white_collar"
"0",0,0,"N","Y","F","High School",56,"Private",12370,10,"Minivan","N",0,0,"N",0,"Rural",11,15,47217,57,"not_white_collar"
"0",0,0,"N","Y","M","High School",21,"Private",13910,6,"Minivan","Y",0,0,"N",0,"Rural",5,13,28803,41,"not_white_collar"
"1",1,1,"N","Y","F","High School",11,"Private",11490,7,"Sports Car","N",25260,1,"N",2,"Rural",2,15,22271,39,"not_white_collar"
"0",0,0,"N","Y","M","PhD",27,"Commercial",33070,6,"Panel Truck","Y",0,0,"N",0,"Urban",15,13,242749,53,"not_white_collar"
"0",0,0,"N","Y","M","Masters",49,"Private",21190,4,"Van","Y",0,0,"N",0,"Rural",18,15,73714,53,"white_collar"
"0",0,0,"N","Y","M","Masters",30,"Commercial",20880,1,"Van","N",0,0,"N",0,"Urban",18,6,148642,38,"white_collar"
"0",0,1,"N","Y","F","Bachelors",39,"Commercial",11490,11,"SUV","N",0,0,"N",0,"Urban",10,15,32596,45,"not_white_collar"
"0",0,3,"Y","N","F","PhD",16,"Private",39520,7,"Van","N",0,0,"N",0,"Urban",13,13,164047,39,"not_white_collar"
"0",0,0,"N","Y","M","High School",46,"Commercial",34050,1,"Panel Truck","N",0,0,"N",2,"Urban",6,12,58328,40,"white_collar"
"0",0,0,"N","N","M","Masters",29,"Private",14880,1,"Minivan","Y",0,0,"N",2,"Rural",9,11,30963,53,"white_collar"
"0",0,0,"N","Y","F","High School",36,"Commercial",20290,6,"Pickup","N",1365,2,"N",0,"Rural",1,7,33536,40,"not_white_collar"
"1",0,0,"N","N","F","High School",5,"Commercial",8020,4,"SUV","N",846,1,"N",0,"Urban",1,11,65240,48,"not_white_collar"
"0",0,0,"N","N","F","Bachelors",54,"Private",23340,1,"Sports Car","N",21838,2,"N",0,"Urban",10,10,67923,53,"not_white_collar"
"0",0,0,"N","Y","F","High School",44,"Private",1500,4,"Sports Car","N",0,0,"N",1,"Rural",1,12,300,43,"not_white_collar"
"0",0,0,"N","N","M","Masters",36,"Private",38230,1,"Minivan","Y",0,0,"N",1,"Urban",8,10,123807,55,"not_white_collar"
"0",0,0,"N","Y","F","PhD",44,"Commercial",34250,7,"Pickup","N",0,0,"N",3,"Urban",4,13,175098,50,"not_white_collar"
"1",0,0,"N","Y","M","High School",33,"Commercial",6620,1,"Pickup","Y",4093,3,"N",1,"Urban",8,0,0,47,"not_white_collar"
"1",0,0,"N","Y","F","High School",31,"Private",14140,1,"SUV","N",40023,3,"Y",0,"Urban",1,12,51920,48,"white_collar"
"0",0,3,"Y","N","F","High School",25,"Private",5600,6,"SUV","N",2405,3,"N",5,"Urban",1,12,52073,41,"not_white_collar"
"1",0,0,"N","N","F","Bachelors",51,"Commercial",13780,11,"SUV","N",8593,3,"N",0,"Urban",9,7,82813,40,"not_white_collar"
"0",0,0,"N","N","M","PhD",30,"Commercial",23300,6,"Panel Truck","Y",958,1,"N",3,"Urban",14,12,131050,42,"not_white_collar"
"0",0,0,"N","N","M","High School",54,"Commercial",10940,11,"Pickup","N",0,0,"N",1,"Rural",9,6,17885,40,"not_white_collar"
"0",0,0,"N","Y","F","Masters",16,"Private",19270,9,"SUV","N",0,0,"N",3,"Urban",10,13,121237,51,"white_collar"
"0",0,0,"N","Y","M","Bachelors",63,"Private",33150,1,"Minivan","N",0,0,"N",0,"Rural",1,13,105111,56,"white_collar"
"0",0,0,"N","N","M","Bachelors",31,"Private",28640,7,"Minivan","Y",0,0,"N",0,"Urban",7,15,18690,64,"not_white_collar"
"1",0,0,"N","Y","M","High School",37,"Commercial",9980,3,"Pickup","Y",3368,4,"N",4,"Urban",1,13,52913,50,"not_white_collar"
"1",3,3,"N","Y","M","Masters",37,"Commercial",28630,1,"Panel Truck","N",3440,1,"Y",9,"Urban",16,13,115100,44,"white_collar"
"0",0,0,"N","Y","F","PhD",25,"Private",10790,4,"SUV","N",5304,4,"N",0,"Urban",14,12,419,40,"not_white_collar"
"0",1,3,"N","Y","F","Masters",5,"Private",27670,1,"Minivan","N",0,0,"N",0,"Urban",13,15,79586,45,"white_collar"
"1",0,0,"N","N","F","High School",44,"Private",20390,6,"Sports Car","N",0,0,"N",0,"Urban",7,9,47983,42,"not_white_collar"
"0",0,0,"N","Y","F","Masters",34,"Private",7100,7,"SUV","N",0,0,"Y",2,"Urban",11,15,104029,56,"white_collar"
"0",0,0,"N","N","M","Bachelors",20,"Commercial",27140,7,"Panel Truck","Y",0,0,"N",0,"Urban",15,13,82517,58,"white_collar"
"1",0,0,"N","Y","M","Masters",25,"Private",6900,1,"Pickup","Y",0,0,"N",0,"Urban",15,14,107009,54,"white_collar"
"0",0,2,"N","Y","F","Bachelors",49,"Private",27410,1,"SUV","N",0,0,"Y",0,"Urban",10,9,46846,45,"not_white_collar"
"0",0,0,"N","N","M","Masters",27,"Private",17520,7,"Van","N",0,0,"N",1,"Urban",9,10,69515,49,"white_collar"
"0",0,0,"N","Y","F","Masters",34,"Private",7430,1,"SUV","N",0,0,"N",4,"Urban",18,10,90519,35,"white_collar"
