"target_flag","kidsdriv","homekids","parent1","mstatus","sex","education","travtime","car_use","tif","red_car","clm_freq","revoked","mvr_pts","urbanicity","home_val","yoj","income","age","job"
"1","N",0,"N","N","F","High School",29,"Commercial",10,"N",2,"N",1,"Urban",0,10,39512,39,"Blue Collar"
"0","N",0,"N","Y","M","Bachelors",42,"Commercial",4,"Y",0,"N",0,"Urban",156830,10,53918,39,"Blue Collar"
"0","N",0,"N","Y","F","Masters",34,"Private",4,"N",3,"N",4,"Urban",226928,12,67381,46,"Professional"
"0","N",2,"Y","N","F","PhD",43,"Private",6,"N",1,"N",4,"Urban",0,12,110312,35,"Professional"
"1","Y",2,"Y","N","F","High School",62,"Private",12,"N",3,"N",2,"Urban",0,9,23035,43,"Professional"
"1","N",0,"N","Y","M","High School",50,"Commercial",1,"Y",0,"N",8,"Urban",177908,13,34313,48,"Blue Collar"
"0","N",0,"N","Y","M","Masters",41,"Commercial",11,"N",0,"N",0,"Urban",455410,6,172670,38,"Blue Collar"
"0","N",0,"N","Y","F","Bachelors",54,"Private",1,"N",0,"N",1,"Rural",59722,0,0,46,"Professional"
"0","Y",3,"N","Y","M","Masters",12,"Private",1,"N",2,"N",0,"Urban",405729,16,127361,56,"Professional"
"1","N",0,"N","Y","F","PhD",36,"Private",10,"N",3,"N",4,"Urban",89932,0,0,63,"Professional"
"1","N",1,"Y","N","M","High School",48,"Commercial",6,"Y",5,"Y",5,"Urban",180381,12,54480,33,"Blue Collar"
"0","N",0,"N","Y","F","High School",23,"Commercial",5,"N",0,"N",0,"Rural",216333,14,58354,53,"Blue Collar"
"1","N",0,"N","Y","F","High School",25,"Commercial",4,"N",0,"Y",0,"Urban",263905,13,70682,48,"Blue Collar"
"0","N",0,"N","N","F","High School",15,"Commercial",10,"N",0,"N",2,"Urban",133008,14,98369,44,"Professional"
"0","N",0,"N","N","F","Bachelors",21,"Private",15,"N",0,"N",0,"Urban",0,8,81547,45,"Professional"
"0","N",0,"N","N","M","PhD",5,"Private",3,"Y",1,"N",4,"Urban",241690,10,77950,50,"Professional"
"1","N",0,"N","Y","M","Bachelors",5,"Commercial",1,"Y",0,"Y",0,"Urban",388763,13,147923,51,"Professional"
"0","N",0,"N","N","F","Bachelors",71,"Commercial",6,"N",0,"N",1,"Urban",261021,5,86211,49,"Blue Collar"
"0","N",1,"N","Y","F","High School",26,"Private",1,"N",0,"N",0,"Rural",137930,9,31270,26,"Professional"
"0","N",2,"Y","N","M","High School",18,"Private",14,"N",2,"N",0,"Urban",261075,12,71903,35,"Professional"
"0","N",0,"N","N","M","High School",38,"Commercial",1,"Y",0,"Y",0,"Rural",0,0,0,49,"Professional"
"1","N",1,"N","Y","M","High School",25,"Commercial",1,"Y",1,"N",0,"Urban",147588,13,24660,41,"Professional"
"0","N",0,"N","Y","F","PhD",33,"Commercial",6,"N",2,"N",5,"Urban",403989,17,232280,52,"Professional"
"0","N",0,"N","N","F","Masters",52,"Private",10,"N",0,"N",0,"Urban",133008,11,201146,51,"Professional"
"1","N",0,"N","Y","M","Bachelors",29,"Commercial",10,"Y",0,"N",0,"Urban",164037,12,46396,53,"Blue Collar"
"1","N",0,"N","Y","M","High School",28,"Commercial",6,"Y",0,"N",1,"Urban",106948,12,17224,48,"Professional"
"0","Y",2,"N","Y","M","PhD",13,"Commercial",1,"Y",0,"N",0,"Urban",425375,11,168800,42,"Professional"
"0","N",0,"N","N","F","High School",63,"Private",4,"N",1,"N",7,"Rural",0,13,11322,57,"Professional"
"1","N",3,"Y","N","F","Bachelors",38,"Private",3,"N",0,"N",0,"Urban",0,0,0,40,"Professional"
"0","N",3,"N","Y","M","High School",40,"Private",1,"Y",0,"N",0,"Rural",150093,13,33900,28,"Professional"
"0","N",0,"N","N","M","Bachelors",26,"Private",10,"Y",3,"N",5,"Urban",177692,14,40564,41,"Professional"
"0","Y",3,"N","Y","F","Bachelors",8,"Private",6,"N",1,"N",6,"Urban",249920,14,75288,42,"Professional"
"0","N",0,"N","Y","F","Masters",34,"Private",10,"N",3,"N",4,"Urban",217714,14,58568,47,"Professional"
"0","N",2,"N","Y","M","Masters",22,"Private",4,"Y",0,"N",2,"Urban",328868,15,108654,66,"Professional"
"0","N",2,"N","Y","F","Bachelors",24,"Private",4,"N",3,"N",0,"Urban",248456,16,71487,36,"Professional"
"0","N",1,"N","Y","F","High School",51,"Private",7,"N",0,"N",2,"Rural",177908,15,33809,45,"Professional"
"0","N",0,"N","N","F","Bachelors",51,"Private",1,"N",1,"Y",7,"Urban",137446,0,0,48,"Professional"
"1","N",0,"N","Y","F","High School",55,"Commercial",5,"N",3,"Y",6,"Urban",0,0,0,39,"Professional"
"0","N",0,"N","Y","M","Bachelors",36,"Private",6,"Y",0,"N",0,"Urban",248799,11,73085,46,"Professional"
"0","N",0,"N","Y","F","High School",21,"Commercial",1,"N",1,"N",3,"Urban",156981,12,38435,58,"Professional"
"0","N",0,"N","Y","M","Masters",38,"Commercial",10,"N",0,"N",0,"Rural",393765,13,132869,48,"Professional"
"0","N",0,"N","Y","M","Bachelors",28,"Commercial",3,"N",0,"N",0,"Urban",192734,13,39508,63,"Blue Collar"
"0","N",0,"N","N","M","Bachelors",21,"Private",1,"N",2,"N",2,"Urban",0,13,49470,41,"Professional"
"0","N",0,"N","N","M","Masters",46,"Private",1,"N",2,"N",6,"Urban",223445,11,78323,48,"Professional"
"1","N",2,"Y","N","F","Masters",44,"Private",1,"N",4,"Y",6,"Urban",354907,16,113754,61,"Professional"
"1","Y",3,"Y","N","M","Bachelors",22,"Private",3,"Y",2,"N",6,"Urban",0,14,82517,37,"Professional"
"1","N",0,"N","Y","M","High School",53,"Commercial",1,"Y",0,"N",1,"Urban",246609,9,76091,50,"Blue Collar"
"0","N",0,"N","Y","F","High School",22,"Private",1,"N",0,"N",0,"Urban",169273,15,47217,54,"Blue Collar"
"0","N",0,"N","N","M","Bachelors",23,"Commercial",1,"Y",0,"N",0,"Urban",0,7,64735,42,"Blue Collar"
"0","N",0,"N","Y","M","Bachelors",27,"Commercial",6,"Y",2,"N",2,"Urban",314427,10,104539,37,"Blue Collar"
"1","Y",2,"N","Y","F","Bachelors",29,"Private",1,"N",2,"N",3,"Urban",261777,16,108047,58,"Professional"
"1","N",0,"N","Y","F","PhD",17,"Private",4,"N",0,"N",0,"Urban",370308,14,144823,62,"Professional"
"0","N",0,"N","Y","M","High School",45,"Private",6,"Y",0,"N",0,"Urban",98559,5,18539,40,"Professional"
"0","N",0,"N","Y","M","High School",49,"Private",10,"N",0,"N",0,"Urban",200672,14,58369,45,"Professional"
"1","N",0,"N","N","F","High School",5,"Private",7,"N",3,"N",2,"Urban",57484,14,28750,47,"Blue Collar"
"0","N",2,"Y","N","M","Bachelors",29,"Commercial",4,"Y",1,"N",6,"Urban",0,13,39793,40,"Blue Collar"
"0","N",2,"N","Y","F","High School",23,"Private",3,"N",2,"Y",1,"Urban",215405,11,60304,42,"Professional"
"1","N",0,"N","N","M","PhD",25,"Commercial",1,"N",1,"N",5,"Urban",0,13,122777,60,"Blue Collar"
"0","N",1,"Y","N","M","Bachelors",59,"Commercial",10,"Y",0,"Y",0,"Rural",0,12,82517,32,"Blue Collar"
"0","N",0,"N","Y","M","High School",22,"Private",19,"N",0,"N",1,"Urban",175392,5,49604,44,"Blue Collar"
"1","N",3,"N","Y","F","High School",32,"Private",1,"N",0,"N",0,"Urban",51038,0,0,57,"Professional"
"1","N",0,"N","Y","M","Bachelors",23,"Commercial",4,"Y",2,"N",5,"Urban",194953,12,55015,49,"Blue Collar"
"0","N",3,"N","Y","M","Masters",42,"Private",1,"Y",0,"N",0,"Urban",234582,13,50166,64,"Professional"
"0","N",2,"Y","N","F","High School",46,"Private",3,"N",0,"N",0,"Rural",0,12,9828,26,"Professional"
"0","N",2,"Y","N","M","High School",13,"Private",14,"N",2,"N",6,"Urban",0,0,0,35,"Professional"
"0","N",0,"N","N","M","High School",43,"Private",4,"Y",0,"N",0,"Rural",181556,15,33231,50,"Blue Collar"
"0","N",0,"N","Y","M","Masters",38,"Private",6,"N",0,"N",2,"Urban",245459,9,64306,54,"Professional"
"0","N",0,"N","N","F","PhD",49,"Commercial",10,"N",2,"N",0,"Urban",0,13,113370,56,"Professional"
"1","N",0,"N","N","M","Masters",26,"Commercial",3,"N",0,"N",1,"Urban",0,9,163219,51,"Professional"
"1","N",0,"N","N","F","High School",30,"Private",10,"N",0,"N",0,"Rural",175587,5,17461,60,"Professional"
"0","N",0,"N","Y","F","PhD",25,"Commercial",1,"N",1,"N",6,"Urban",406906,12,160642,46,"Professional"
"0","N",1,"Y","N","M","High School",17,"Private",1,"N",1,"N",0,"Urban",150000,9,26096,27,"Professional"
"0","Y",3,"N","Y","M","High School",35,"Commercial",13,"Y",0,"N",0,"Urban",163367,17,42466,40,"Blue Collar"
"0","N",0,"N","Y","F","Masters",30,"Private",1,"N",0,"N",0,"Urban",285990,11,93202,49,"Professional"
"1","N",0,"N","Y","F","High School",26,"Commercial",1,"N",1,"N",0,"Urban",213116,11,56731,47,"Blue Collar"
"0","N",0,"N","Y","M","Bachelors",22,"Commercial",4,"N",4,"N",4,"Urban",216655,11,81008,52,"Professional"
"0","N",3,"N","Y","F","High School",43,"Private",6,"N",0,"N",0,"Rural",0,14,880,42,"Professional"
"0","N",1,"N","Y","M","Masters",23,"Private",1,"Y",0,"N",4,"Urban",237767,11,64365,31,"Professional"
"1","Y",2,"Y","N","F","Bachelors",43,"Private",1,"N",0,"N",0,"Urban",191042,14,77432,41,"Professional"
"0","N",0,"N","N","F","Bachelors",14,"Private",1,"N",0,"N",1,"Urban",217457,7,74705,38,"Professional"
"0","Y",3,"N","Y","M","Masters",39,"Commercial",1,"Y",1,"N",3,"Urban",147621,14,31713,43,"Professional"
"1","N",0,"N","Y","F","High School",5,"Private",1,"N",1,"N",6,"Urban",113253,0,0,47,"Professional"
"0","N",0,"N","Y","F","Masters",61,"Commercial",4,"N",0,"N",0,"Urban",167638,15,56480,54,"Blue Collar"
"1","Y",1,"N","Y","F","High School",37,"Private",1,"N",1,"N",0,"Urban",219814,12,50008,41,"Professional"
"0","N",1,"N","Y","F","Masters",25,"Private",1,"N",0,"N",0,"Urban",371652,13,131383,54,"Professional"
"0","N",2,"Y","N","F","Bachelors",17,"Private",6,"N",0,"N",0,"Rural",220762,10,49982,43,"Professional"
"0","N",0,"N","N","M","Bachelors",5,"Private",10,"Y",0,"N",0,"Urban",254647,10,85610,46,"Professional"
"0","N",0,"N","Y","F","Masters",62,"Private",6,"N",0,"N",3,"Urban",261529,11,83293,51,"Professional"
"1","N",3,"Y","N","F","High School",10,"Private",6,"N",0,"N",0,"Urban",0,8,35263,27,"Professional"
"1","Y",1,"N","Y","M","High School",35,"Commercial",6,"Y",1,"Y",3,"Urban",179926,17,48882,51,"Professional"
"1","N",0,"N","N","F","High School",35,"Private",17,"N",0,"N",0,"Urban",0,0,0,46,"Professional"
"1","Y",0,"N","Y","M","High School",42,"Commercial",1,"N",2,"Y",2,"Urban",210027,13,56237,46,"Blue Collar"
"0","N",0,"N","Y","M","High School",24,"Private",1,"Y",0,"N",0,"Rural",0,13,15249,45,"Professional"
"0","N",1,"N","Y","F","High School",46,"Private",1,"N",0,"N",1,"Rural",128325,19,4143,64,"Professional"
"0","Y",2,"N","Y","F","Masters",20,"Private",10,"N",2,"N",9,"Urban",235004,15,84505,42,"Professional"
"0","N",0,"N","Y","M","Masters",29,"Commercial",6,"N",2,"N",4,"Urban",238299,7,74659,50,"Professional"
"0","N",3,"Y","N","F","Bachelors",87,"Private",1,"N",0,"N",0,"Rural",328265,15,97645,32,"Professional"
"0","N",2,"N","Y","F","Bachelors",42,"Private",1,"N",1,"N",4,"Urban",165941,14,62721,44,"Professional"
"0","Y",2,"Y","N","M","Masters",12,"Private",3,"Y",1,"N",0,"Urban",0,15,74546,37,"Professional"
"1","N",0,"N","Y","M","Masters",15,"Commercial",3,"Y",2,"N",3,"Urban",323383,12,113004,46,"Blue Collar"
"0","N",0,"N","N","M","Bachelors",16,"Private",14,"Y",0,"N",0,"Urban",210026,8,43379,50,"Professional"
"0","N",0,"N","Y","F","PhD",56,"Private",6,"N",2,"N",3,"Urban",462340,14,185714,54,"Professional"
"0","N",0,"N","N","M","High School",24,"Private",7,"Y",4,"Y",1,"Urban",0,8,59387,35,"Professional"
"0","N",2,"N","Y","F","High School",38,"Private",10,"N",0,"N",0,"Rural",0,0,0,44,"Professional"
"0","N",0,"N","Y","M","High School",5,"Private",1,"N",0,"N",1,"Urban",130678,13,13684,60,"Professional"
"1","N",0,"N","N","M","Bachelors",97,"Commercial",6,"N",0,"N",2,"Rural",0,0,0,46,"Professional"
"1","N",0,"N","Y","M","Masters",28,"Commercial",1,"Y",1,"N",5,"Urban",145692,13,40564,52,"Professional"
"1","N",1,"N","Y","F","Bachelors",23,"Private",8,"N",1,"N",6,"Urban",174530,5,49485,26,"Professional"
"1","N",0,"N","N","M","High School",57,"Commercial",6,"N",0,"Y",3,"Urban",0,13,40264,57,"Blue Collar"
"1","N",0,"N","N","F","High School",51,"Private",1,"N",1,"N",1,"Urban",0,9,34581,30,"Blue Collar"
"1","N",0,"N","N","M","Masters",16,"Private",6,"Y",3,"N",3,"Urban",0,10,47513,49,"Professional"
"0","N",0,"N","N","F","High School",35,"Private",4,"N",2,"N",0,"Rural",89248,9,17631,42,"Professional"
"0","N",0,"N","Y","M","High School",40,"Private",18,"N",0,"N",0,"Rural",158622,6,33809,48,"Professional"
"0","N",3,"N","Y","F","Masters",50,"Commercial",4,"N",0,"N",2,"Urban",294708,11,92775,61,"Professional"
"0","N",1,"Y","N","M","Bachelors",45,"Private",6,"Y",1,"N",3,"Urban",223975,10,65914,44,"Professional"
"0","N",0,"N","Y","M","High School",39,"Commercial",10,"Y",2,"N",0,"Rural",0,0,0,46,"Professional"
"1","Y",1,"Y","N","M","High School",43,"Private",6,"N",1,"N",4,"Urban",0,7,64160,38,"Blue Collar"
"0","N",2,"Y","N","M","Bachelors",5,"Commercial",3,"Y",1,"Y",7,"Urban",201696,11,50978,38,"Professional"
"0","Y",3,"N","Y","F","High School",78,"Private",1,"N",0,"N",0,"Urban",139574,14,31067,40,"Professional"
"0","N",0,"N","N","M","Masters",14,"Private",4,"Y",0,"N",0,"Urban",0,12,52822,45,"Professional"
"0","N",2,"N","Y","F","Bachelors",45,"Commercial",11,"N",0,"N",0,"Rural",211174,13,68328,42,"Blue Collar"
"0","N",0,"N","Y","F","High School",36,"Private",14,"N",0,"N",1,"Urban",182126,12,49917,46,"Blue Collar"
"0","N",1,"N","Y","M","Bachelors",5,"Commercial",4,"N",0,"N",0,"Rural",221920,12,51179,33,"Professional"
"0","N",0,"N","Y","F","High School",46,"Private",1,"N",0,"N",0,"Rural",0,8,6848,36,"Professional"
"0","N",0,"N","Y","F","PhD",58,"Commercial",1,"N",0,"N",2,"Urban",258855,13,107209,51,"Blue Collar"
"0","N",3,"N","Y","F","High School",47,"Private",13,"N",0,"N",0,"Rural",86339,16,16596,38,"Professional"
"0","N",0,"N","Y","M","Bachelors",45,"Private",1,"N",2,"Y",4,"Urban",162253,12,50134,63,"Professional"
"1","N",0,"N","N","F","Bachelors",41,"Private",1,"N",0,"N",4,"Urban",0,13,39480,54,"Professional"
"0","N",0,"N","Y","M","High School",41,"Private",6,"Y",0,"N",1,"Rural",0,12,7535,48,"Professional"
"0","N",3,"Y","N","F","High School",54,"Private",7,"N",2,"N",7,"Rural",0,10,53643,29,"Professional"
"1","N",0,"N","N","M","High School",51,"Private",10,"Y",0,"N",5,"Urban",107069,12,12179,39,"Professional"
"1","N",0,"N","N","F","Bachelors",42,"Commercial",8,"N",0,"N",0,"Urban",0,12,106523,59,"Blue Collar"
"0","N",0,"N","Y","M","High School",19,"Private",4,"N",0,"N",2,"Urban",163877,11,36296,48,"Professional"
"1","N",0,"N","Y","F","High School",36,"Private",1,"N",2,"N",2,"Urban",187662,13,55260,60,"Professional"
"1","N",1,"Y","N","F","Bachelors",45,"Commercial",6,"N",2,"Y",0,"Urban",0,10,82633,47,"Blue Collar"
"1","N",1,"Y","N","F","High School",40,"Commercial",4,"N",2,"N",2,"Urban",0,0,0,29,"Professional"
"0","N",1,"Y","N","M","Bachelors",51,"Commercial",4,"Y",1,"N",2,"Urban",170274,10,32391,21,"Professional"
"0","N",0,"N","Y","M","Bachelors",37,"Commercial",7,"Y",0,"Y",0,"Urban",154467,12,60036,47,"Professional"
"1","N",0,"N","N","F","Bachelors",27,"Commercial",4,"N",0,"N",4,"Urban",0,6,42313,51,"Blue Collar"
"1","N",0,"N","N","F","High School",48,"Commercial",6,"N",1,"N",9,"Urban",0,0,0,55,"Professional"
"0","N",1,"N","Y","F","Masters",25,"Private",1,"N",2,"N",4,"Urban",207766,8,55134,39,"Professional"
"0","N",2,"N","Y","F","High School",37,"Private",5,"N",0,"N",3,"Rural",0,0,0,36,"Professional"
"0","N",0,"N","Y","F","High School",5,"Private",4,"N",0,"N",3,"Rural",143229,11,22683,50,"Professional"
"1","N",4,"Y","N","M","High School",38,"Commercial",6,"Y",0,"Y",4,"Urban",0,13,27547,24,"Blue Collar"
"1","N",0,"N","N","F","High School",43,"Commercial",3,"N",2,"N",1,"Urban",0,0,8014,46,"Professional"
"1","Y",1,"N","Y","F","Bachelors",38,"Private",11,"N",0,"N",0,"Urban",286330,10,78372,42,"Professional"
"0","N",1,"N","Y","M","High School",33,"Private",6,"Y",1,"N",3,"Urban",159142,10,52714,31,"Professional"
"0","Y",3,"N","Y","F","Masters",40,"Private",4,"N",0,"N",1,"Urban",141220,13,24578,38,"Professional"
"0","Y",2,"Y","N","M","Bachelors",13,"Private",1,"Y",0,"Y",0,"Urban",157121,12,50779,40,"Professional"
"0","Y",3,"Y","N","M","High School",62,"Commercial",1,"Y",0,"N",0,"Rural",171950,14,40158,43,"Blue Collar"
"1","N",0,"N","Y","F","High School",12,"Commercial",7,"N",0,"Y",6,"Urban",113870,0,0,50,"Professional"
"1","Y",2,"Y","N","F","High School",32,"Commercial",1,"N",4,"N",0,"Urban",0,13,65885,41,"Blue Collar"
"0","N",0,"N","N","F","Bachelors",38,"Private",4,"N",1,"N",4,"Urban",0,11,47902,50,"Professional"
"0","N",0,"N","Y","M","PhD",33,"Commercial",10,"Y",2,"N",2,"Urban",364677,14,122631,58,"Blue Collar"
"1","N",0,"N","Y","M","High School",44,"Commercial",7,"N",1,"N",5,"Urban",227741,10,55340,42,"Professional"
"0","N",0,"N","Y","M","Bachelors",24,"Commercial",3,"Y",0,"N",1,"Urban",281218,6,90752,48,"Blue Collar"
"1","Y",0,"N","N","F","Bachelors",25,"Commercial",4,"N",3,"N",0,"Urban",0,0,0,46,"Professional"
"0","N",0,"N","N","M","Masters",6,"Commercial",6,"N",0,"N",2,"Urban",236794,10,73558,44,"Professional"
"0","N",0,"N","N","M","Bachelors",44,"Private",10,"Y",0,"N",0,"Urban",262489,12,93283,51,"Professional"
"0","N",2,"N","Y","M","High School",27,"Private",17,"N",0,"N",0,"Rural",115249,12,23157,43,"Professional"
"0","N",0,"N","Y","M","Masters",30,"Private",4,"Y",0,"N",1,"Urban",185056,13,39245,50,"Professional"
"0","Y",1,"Y","N","M","High School",31,"Commercial",10,"Y",0,"N",0,"Rural",203008,10,47217,40,"Blue Collar"
"1","N",0,"N","Y","F","High School",23,"Commercial",4,"N",1,"N",0,"Urban",216534,9,53122,44,"Blue Collar"
"0","N",0,"N","N","M","Bachelors",33,"Private",15,"Y",0,"N",0,"Urban",133008,14,103536,53,"Professional"
"0","N",1,"N","Y","M","Bachelors",78,"Commercial",1,"Y",0,"N",2,"Rural",214821,7,71121,33,"Blue Collar"
"1","N",2,"N","Y","F","Masters",42,"Private",9,"N",1,"N",6,"Urban",135831,12,38305,28,"Professional"
"1","N",0,"N","Y","F","High School",27,"Commercial",4,"N",0,"Y",0,"Urban",183094,11,46416,35,"Professional"
"0","N",0,"N","N","M","Bachelors",45,"Private",1,"Y",0,"N",0,"Urban",0,9,59327,50,"Professional"
"1","N",0,"N","Y","F","High School",45,"Commercial",4,"N",0,"N",1,"Urban",185145,12,51773,38,"Blue Collar"
"0","N",0,"N","Y","M","Bachelors",41,"Commercial",1,"N",0,"N",0,"Urban",177908,17,68328,70,"Blue Collar"
"0","N",0,"N","N","M","Bachelors",28,"Private",4,"Y",1,"N",4,"Urban",0,13,30799,55,"Blue Collar"
"1","N",0,"N","Y","M","High School",45,"Private",1,"Y",0,"N",0,"Urban",120044,11,27434,34,"Blue Collar"
"0","N",0,"N","N","M","Masters",5,"Private",10,"Y",0,"Y",0,"Urban",0,6,67189,51,"Professional"
"0","N",2,"Y","N","F","High School",48,"Commercial",10,"N",0,"N",0,"Urban",275424,13,91653,44,"Blue Collar"
"1","N",2,"N","Y","M","High School",58,"Private",1,"Y",0,"N",0,"Urban",0,15,6324,43,"Professional"
"1","N",0,"N","N","M","High School",41,"Private",3,"N",2,"N",2,"Urban",0,12,24139,46,"Professional"
"0","Y",0,"N","Y","M","High School",27,"Private",4,"N",0,"Y",1,"Rural",123576,9,19139,46,"Professional"
"0","Y",3,"N","Y","M","Bachelors",5,"Commercial",1,"N",0,"N",3,"Urban",296962,7,107827,38,"Blue Collar"
"0","N",0,"N","Y","F","Masters",38,"Private",1,"N",0,"N",0,"Urban",150574,11,19205,63,"Professional"
"0","N",0,"N","Y","F","High School",21,"Private",13,"N",2,"N",4,"Urban",0,9,556,48,"Professional"
"0","N",0,"N","Y","F","Bachelors",24,"Private",1,"N",0,"N",2,"Urban",235881,12,69766,42,"Blue Collar"
"0","N",0,"N","N","M","Bachelors",11,"Commercial",3,"N",0,"N",0,"Urban",184719,9,67003,42,"Professional"
"0","N",0,"N","Y","F","High School",13,"Private",1,"N",4,"N",0,"Urban",94656,0,0,48,"Professional"
"0","N",0,"N","Y","F","Masters",5,"Private",10,"N",0,"N",0,"Urban",376707,11,130563,50,"Professional"
"1","N",0,"N","N","F","Masters",7,"Private",8,"N",2,"Y",2,"Urban",0,15,81427,55,"Professional"
"0","N",0,"N","N","M","Masters",18,"Commercial",17,"N",0,"N",1,"Rural",0,14,88696,49,"Professional"
"0","Y",4,"Y","N","F","High School",60,"Private",6,"N",1,"N",7,"Urban",0,0,0,42,"Professional"
"0","N",0,"N","Y","F","Bachelors",5,"Private",10,"N",0,"N",0,"Urban",487230,15,187677,50,"Professional"
"1","N",2,"N","Y","M","High School",35,"Commercial",7,"Y",0,"Y",1,"Urban",178724,14,40259,39,"Blue Collar"
"0","N",3,"N","Y","F","High School",30,"Commercial",11,"N",0,"N",0,"Rural",176219,15,61852,43,"Blue Collar"
"0","N",0,"N","Y","M","Masters",5,"Private",1,"Y",0,"N",0,"Urban",273869,14,72106,49,"Professional"
"1","N",0,"N","Y","F","Masters",35,"Private",1,"N",1,"N",0,"Urban",220405,11,70460,55,"Professional"
"0","N",1,"N","Y","F","Bachelors",21,"Commercial",13,"N",1,"Y",1,"Urban",212535,13,65048,31,"Blue Collar"
"0","N",0,"N","Y","M","PhD",26,"Commercial",1,"Y",0,"N",0,"Urban",365669,12,140599,38,"Professional"
"0","N",0,"N","Y","M","High School",34,"Private",17,"N",0,"N",3,"Urban",140253,12,29149,39,"Professional"
"0","Y",3,"N","Y","F","Bachelors",25,"Private",1,"N",0,"N",1,"Urban",317592,14,89161,45,"Blue Collar"
"0","N",3,"N","Y","F","Masters",29,"Private",1,"N",0,"Y",0,"Urban",413525,16,165026,34,"Professional"
"0","N",0,"N","N","F","Masters",37,"Commercial",7,"N",2,"N",7,"Urban",0,10,64286,48,"Professional"
"0","N",0,"N","N","M","Masters",45,"Commercial",7,"N",2,"N",4,"Urban",510325,13,192843,48,"Professional"
"0","N",0,"N","N","M","Masters",44,"Commercial",11,"Y",0,"N",0,"Urban",57484,11,42127,45,"Professional"
"1","N",3,"N","Y","M","Masters",33,"Private",7,"Y",0,"N",0,"Urban",185061,10,67399,32,"Professional"
"0","Y",3,"N","Y","F","High School",46,"Private",1,"N",3,"N",4,"Urban",0,0,0,38,"Professional"
"1","N",3,"Y","N","F","High School",68,"Private",10,"N",1,"N",6,"Urban",0,15,109104,35,"Professional"
"1","N",0,"N","Y","M","Masters",42,"Commercial",3,"Y",0,"N",0,"Urban",202657,13,64049,48,"Blue Collar"
"0","N",0,"N","Y","F","Masters",54,"Private",13,"N",0,"N",0,"Urban",368049,12,138304,50,"Professional"
"0","Y",0,"N","Y","M","PhD",82,"Private",1,"N",0,"N",4,"Urban",340509,11,133493,48,"Professional"
"0","N",0,"N","Y","M","Masters",18,"Commercial",9,"N",1,"N",3,"Urban",340476,13,114731,56,"Professional"
"0","N",0,"N","Y","M","Bachelors",26,"Private",6,"Y",0,"Y",2,"Urban",353178,8,118074,25,"Professional"
"1","N",1,"Y","N","F","High School",21,"Private",11,"N",1,"N",1,"Urban",0,12,43574,43,"Professional"
"0","Y",2,"Y","N","F","PhD",25,"Private",1,"N",0,"Y",0,"Urban",343128,7,134729,42,"Professional"
"0","N",0,"N","Y","F","High School",29,"Private",9,"N",1,"N",0,"Rural",123097,12,19905,40,"Professional"
"0","Y",3,"N","Y","F","Bachelors",25,"Private",6,"N",0,"Y",0,"Urban",201901,10,58283,42,"Professional"
"1","N",0,"N","Y","F","Masters",47,"Private",6,"N",1,"N",4,"Urban",223768,12,61352,47,"Professional"
"0","N",0,"N","Y","M","High School",51,"Commercial",1,"Y",3,"N",3,"Urban",211550,12,44041,46,"Blue Collar"
"0","N",0,"N","N","F","High School",33,"Commercial",6,"N",1,"N",4,"Urban",91430,13,37352,33,"Blue Collar"
"0","N",0,"N","N","F","Bachelors",5,"Private",7,"N",0,"N",0,"Rural",0,12,82517,48,"Professional"
"0","N",0,"N","Y","F","High School",58,"Private",6,"N",0,"Y",0,"Urban",107618,11,15641,51,"Professional"
"1","N",0,"N","N","F","High School",49,"Private",6,"N",0,"N",0,"Urban",0,14,62570,50,"Professional"
"0","N",0,"N","N","M","High School",26,"Private",3,"Y",3,"N",0,"Urban",97406,10,21102,44,"Professional"
"0","N",0,"N","Y","M","Bachelors",10,"Commercial",3,"Y",4,"N",0,"Urban",171022,11,26821,44,"Professional"
"0","N",0,"N","N","F","Masters",36,"Private",6,"N",0,"N",0,"Rural",0,13,69604,38,"Professional"
"1","N",0,"N","N","M","Masters",19,"Commercial",7,"Y",2,"N",0,"Urban",252797,6,88981,38,"Professional"
"0","N",0,"N","Y","F","High School",5,"Private",1,"N",0,"N",0,"Urban",159199,12,46336,49,"Professional"
"0","N",0,"N","Y","M","Masters",39,"Private",10,"Y",0,"N",2,"Urban",354919,11,112685,48,"Professional"
"0","N",1,"N","Y","F","Bachelors",65,"Commercial",4,"N",0,"N",0,"Urban",151776,14,41816,34,"Blue Collar"
"0","N",0,"N","Y","M","Masters",17,"Private",7,"Y",0,"Y",1,"Urban",325288,9,115516,41,"Professional"
"0","N",0,"N","N","F","High School",36,"Private",7,"N",0,"Y",1,"Urban",0,0,0,33,"Professional"
"0","N",0,"N","Y","M","Bachelors",44,"Private",3,"Y",0,"Y",0,"Urban",266846,12,84464,39,"Professional"
"1","Y",2,"N","Y","F","Masters",26,"Private",4,"N",3,"Y",1,"Urban",269688,8,75556,45,"Professional"
"1","N",0,"N","Y","M","High School",18,"Commercial",6,"N",1,"Y",7,"Urban",195060,7,29567,54,"Blue Collar"
"0","Y",1,"N","Y","M","Masters",34,"Private",1,"Y",2,"N",6,"Urban",222382,14,79665,37,"Professional"
"0","N",0,"N","Y","M","Masters",20,"Private",3,"Y",0,"N",3,"Urban",377122,8,148701,44,"Professional"
"0","N",0,"N","N","M","Bachelors",41,"Private",7,"Y",2,"N",0,"Urban",0,12,72035,51,"Professional"
